branch,commits_ahead,files,superseded_files,superseded_pct,age_days,last_subject
origin/agent/chatgpt-local-reconcile-apparently-45166d7f9f7a,3,12,12,100.0,17,agent: chatgpt-local-reconcile-apparently-45166d7f9f7a
origin/agent/dropbox-cross-app-hivemind-federation-one-market-s-slice-2,3,6,6,100.0,25,agent: make the federation barrel rule enforceable (completeness + import discipline)
origin/agent/dropbox-tomorrow-apparently-pareto-bridges-perpetu-slice-4,3,5,5,100.0,25,agent: dropbox-tomorrow-apparently-pareto-bridges-perpetu-slice-4
origin/agent/chatgpt-local-reconcile-apparently-1500f0de3751,2,9,9,100.0,17,agent: chatgpt-local-reconcile-apparently-1500f0de3751
origin/agent/chatgpt-local-reconcile-smarter-b53fc2827873-mirror-from-smarter,2,3,3,100.0,18,agent: chatgpt-local-reconcile-smarter-b53fc2827873-mirror-from-smarter
origin/agent/filing-warranty,2,7,7,100.0,38,Merge branch 'recover-missing-branch-perpetual-memo-binding-slice-4-implement-recovery-acc
origin/agent/recovered-sister-landing-20260806,2,4,4,100.0,24,design(landing): dark surface variant for the sister system
origin/agent/act-e2e-usable-smoke,1,2,2,100.0,32,fix(e2e): resolve Playwright test timeout and race condition issues
origin/agent/chatgpt-local-reconcile-smarter-6966499391f3-mirror-from-smarter,1,2,2,100.0,18,agent: chatgpt-local-reconcile-smarter-6966499391f3-mirror-from-smarter
origin/agent/chatgpt-reconcile-apparently-recover-stash-17,1,24,24,100.0,17,agent: chatgpt-reconcile-apparently-recover-stash-17
origin/agent/chatgpt-reconcile-apparently-recover-stash-2,1,2,2,100.0,16,agent: chatgpt-reconcile-apparently-recover-stash-2
origin/agent/cont-229e06,1,2,2,100.0,36,agent: cont-229e06
origin/agent/copyfix-smarter-08240405-mirror-from-smarter,1,2,2,100.0,6,agent: copyfix-smarter-08240405-mirror-from-smarter
origin/agent/dropbox-apparently-1-click-filing-activation-from-risk-gradient-opti-contracts,1,1,1,100.0,31,recovery-intent-stub: dropbox-apparently-1-click-filing-activation-from-risk-gradient-opti
origin/agent/dropbox-apparently-consilium-continuous-operation-audit-then-guarant-contracts,1,1,1,100.0,31,recovery-intent-stub: dropbox-apparently-consilium-continuous-operation-audit-then-guarant
origin/agent/factory-unblock-relfix-apparently-07250017,1,1,1,100.0,36,fix: update hero verticals on index page
origin/agent/hive-arbitrage-enforcement-hook,1,2,2,100.0,24,"agent: hive arbitrage enforcement hook — commit it, test it, fix the two bugs the tests fo"
origin/agent/hive-support-entity-relationship-source-extract-and-apply-beethoven-patch,1,2,2,100.0,28,agent: hive-support-entity-relationship-source-extract-and-apply-beethoven-patch
origin/agent/improve-mesh-apparently-regulatory-intelligence-ma-slice-5-refactor-for-maintain,1,1,1,100.0,24,agent: improve-mesh-apparently-regulatory-intelligence-ma-slice-5-refactor-for-maintain
origin/agent/jurisdiction-coverage-gate-and-namespace-remediation-20260812,1,4,4,100.0,17,agent: jurisdiction-coverage-gate-and-namespace-remediation-20260812
origin/agent/recover-evidence-03957c959663,1,2,2,100.0,6,agent: recover-evidence-03957c959663
origin/agent/recover-evidence-2644606363fe,1,6,6,100.0,17,agent: recover-evidence-2644606363fe
origin/agent/recover-evidence-f753cc2c1e11,1,1,1,100.0,6,agent: recover-evidence-f753cc2c1e11
origin/agent/recover-f4ebda-conflicts-stashes,1,2,2,100.0,15,agent: recover-f4ebda-conflicts-stashes
origin/agent/recover-missing-branch-apparently-recover-otc-payoff-slice1-bridge-marked-applied,1,3,3,100.0,6,agent: recover-missing-branch-apparently-recover-otc-payoff-slice1-bridge-marked-applied
origin/agent/recover-missing-branch-p0-scoped-typecheck-trusted-a-placeholder-config-20260812,1,3,3,100.0,17,"fix(scoped-typecheck): prove the gate can still fail, every run"
origin/agent/recover-otc-payoff-slice1-bridge-marked-applied,1,2,2,100.0,6,fix(otc): the confidence gate could never reject anything
origin/agent/recover-stash-5d1536dcab08,1,4,4,100.0,17,agent: recover-stash-5d1536dcab08
origin/agent/recover-stash-5e4c1bee9da5,1,3,3,100.0,17,recover(stash 5e4c1bee9da5): hive arbitrage enforcement hook + legal holds checker
origin/agent/recover-stash-ac18c82dc0f7,1,1,1,100.0,6,agent: recover-stash-ac18c82dc0f7
origin/agent/recovered-racefeed-free-play-launch-slice-1,1,3,3,100.0,25,agent: dropbox-racefeed-galop-free-play-launch-apparently-slice-1
origin/agent/recovered-salvage-enforcement-velocity,1,1,1,100.0,24,salvage: in-flight tracked edits blocking auto_conflict_resolver (enforcement-velocity.ts)
origin/agent/recovered-smarter-5-95-decision-budget-lint,1,6,6,100.0,24,fix(lint): restore decision budget lint and implementation for smarter-5-95
